value,series,district,area,month
460.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-01-01
200.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-02-01
730.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-04-01
250.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-05-01
160.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-06-01
80.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-07-01
510.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-08-01
110.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-09-01
180.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-10-01
460.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-11-01
170.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2014-12-01
200.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2015-01-01
80.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2015-03-01
80.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2015-05-01
380.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2015-06-01
200.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2015-07-01
80.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2015-08-01
80.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2015-09-01
300.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2015-11-01
740.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2015-12-01
150.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2016-01-01
630.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2016-02-01
80.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2016-04-01
80.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2016-05-01
510.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2016-06-01
1240.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2016-07-01
800.0,Police vehicle speed - monetary amount,Auckland,Auckland West Area,2016-08-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2010-06-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2010-10-01
200.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2010-11-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2011-05-01
170.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2011-09-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2011-11-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2012-01-01
290.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2012-02-01
110.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2013-01-01
510.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2014-08-01
510.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2014-09-01
1330.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2014-10-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2014-12-01
300.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2015-01-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2015-03-01
300.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2015-10-01
590.0,Police vehicle speed - monetary amount,Bay Of Plenty,Eastern Bay of Plenty,2016-03-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2009-02-01
520.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2009-03-01
330.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2009-04-01
680.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2009-06-01
170.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2009-10-01
160.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2009-11-01
390.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2009-12-01
620.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-01-01
830.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-02-01
170.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-03-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-04-01
230.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-06-01
730.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-07-01
630.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-08-01
160.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-09-01
860.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-10-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-11-01
460.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2010-12-01
0.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2011-01-01
690.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2011-02-01
110.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2011-04-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2011-07-01
810.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2011-08-01
1060.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2011-09-01
330.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2011-10-01
170.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2011-11-01
690.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2011-12-01
540.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-01-01
90.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-02-01
200.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-04-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-05-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-06-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-07-01
320.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-08-01
240.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-09-01
350.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-10-01
920.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-11-01
250.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2012-12-01
940.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2013-01-01
470.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2013-02-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2013-04-01
160.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2013-05-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2013-06-01
710.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2013-07-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2013-08-01
30.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2013-09-01
700.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2014-01-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2014-02-01
300.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2014-03-01
110.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2014-04-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2014-06-01
1090.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2014-07-01
380.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2014-09-01
230.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2014-10-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2014-11-01
200.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2014-12-01
400.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2015-02-01
380.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2015-04-01
300.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2015-07-01
300.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2015-09-01
510.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2015-11-01
510.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2016-04-01
300.0,Police vehicle speed - monetary amount,Bay Of Plenty,Rotorua,2016-08-01
160.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2009-01-01
250.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2010-03-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2010-04-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2010-06-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2010-08-01
260.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2010-10-01
160.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2010-11-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2010-12-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2011-01-01
230.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2011-06-01
990.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2011-10-01
30.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2012-01-01
30.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2012-02-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2012-09-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2013-07-01
1030.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2014-01-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2014-03-01
300.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2014-04-01
460.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2014-05-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2014-06-01
400.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2014-08-01
300.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2014-12-01
400.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2016-03-01
510.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2016-04-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2016-05-01
300.0,Police vehicle speed - monetary amount,Bay Of Plenty,Taupo,2016-09-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2009-01-01
330.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2009-02-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2009-03-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2009-06-01
590.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2009-07-01
160.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2009-08-01
280.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2009-09-01
170.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2010-01-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2010-03-01
230.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2010-04-01
170.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2010-05-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2010-07-01
330.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2010-09-01
350.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2010-10-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2010-12-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2011-04-01
110.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2011-05-01
200.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2011-07-01
500.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2011-08-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2011-12-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2012-01-01
30.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2012-02-01
160.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2012-03-01
250.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2012-04-01
160.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2012-05-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2012-07-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2012-11-01
260.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2013-08-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2014-02-01
410.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2014-04-01
30.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2014-06-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2014-07-01
380.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2014-08-01
300.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2014-10-01
110.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2014-11-01
380.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2014-12-01
60.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2015-01-01
510.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2015-02-01
810.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2015-03-01
400.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2015-04-01
0.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2015-05-01
120.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2015-06-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2015-11-01
30.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2016-01-01
80.0,Police vehicle speed - monetary amount,Bay Of Plenty,Western Bay of Plenty,2016-09-01
280.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-01-01
270.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-03-01
80.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-04-01
80.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-05-01
200.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-06-01
160.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-07-01
200.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-08-01
150.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-09-01
160.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-10-01
200.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-11-01
160.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2009-12-01
440.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-01-01
410.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-02-01
80.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-03-01
230.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-04-01
250.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-05-01
310.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-06-01
630.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-07-01
710.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-08-01
60.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-09-01
560.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-10-01
350.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-11-01
350.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2010-12-01
60.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2011-01-01
190.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2011-04-01
110.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2011-05-01
190.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2011-06-01
320.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2011-07-01
190.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2011-08-01
290.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2011-09-01
200.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2011-10-01
60.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2011-11-01
60.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2011-12-01
500.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-01-01
640.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-02-01
80.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-03-01
200.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-04-01
400.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-05-01
110.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-06-01
580.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-07-01
60.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-08-01
120.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-09-01
170.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-10-01
160.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-11-01
60.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2012-12-01
310.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2013-02-01
140.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2013-03-01
670.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2013-04-01
30.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2013-05-01
30.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2013-06-01
380.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2013-07-01
230.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2013-08-01
80.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2013-09-01
300.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2013-11-01
290.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2013-12-01
710.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-01-01
630.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-02-01
240.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-03-01
290.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-04-01
30.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-05-01
880.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-06-01
410.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-07-01
230.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-08-01
1700.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-09-01
1140.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-10-01
1090.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-11-01
1590.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2014-12-01
1190.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2015-01-01
740.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2015-02-01
510.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2015-03-01
30.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2015-05-01
0.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2015-06-01
300.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2015-07-01
660.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2015-08-01
420.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2015-09-01
330.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2015-12-01
160.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2016-05-01
230.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2016-07-01
120.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2016-08-01
30.0,Police vehicle speed - monetary amount,Canterbury,Canterbury Metro,2016-09-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2009-02-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2009-11-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2010-03-01
140.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2010-05-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2010-06-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2010-07-01
80.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2010-08-01
630.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2010-12-01
80.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2011-01-01
230.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2011-04-01
160.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2011-05-01
170.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2011-08-01
60.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2011-11-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2011-12-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2012-03-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2012-06-01
630.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2012-07-01
400.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2012-10-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2013-02-01
80.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2013-05-01
170.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2013-07-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2013-08-01
150.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2014-01-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2014-02-01
120.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2014-03-01
490.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2014-04-01
190.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2014-05-01
860.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2014-06-01
1970.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2014-07-01
1550.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2014-08-01
360.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2014-09-01
280.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2014-12-01
120.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2015-01-01
760.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2015-02-01
80.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2015-03-01
510.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2015-04-01
80.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2015-05-01
80.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2016-04-01
170.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2016-05-01
30.0,Police vehicle speed - monetary amount,Canterbury,Mid South Canterbury,2016-07-01
80.0,Police vehicle speed - monetary amount,Central,Manawatu,2009-02-01
550.0,Police vehicle speed - monetary amount,Central,Manawatu,2009-03-01
750.0,Police vehicle speed - monetary amount,Central,Manawatu,2009-05-01
430.0,Police vehicle speed - monetary amount,Central,Manawatu,2009-06-01
120.0,Police vehicle speed - monetary amount,Central,Manawatu,2009-07-01
770.0,Police vehicle speed - monetary amount,Central,Manawatu,2009-08-01
200.0,Police vehicle speed - monetary amount,Central,Manawatu,2009-09-01
240.0,Police vehicle speed - monetary amount,Central,Manawatu,2009-10-01
230.0,Police vehicle speed - monetary amount,Central,Manawatu,2009-11-01
550.0,Police vehicle speed - monetary amount,Central,Manawatu,2009-12-01
480.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-01-01
330.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-02-01
560.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-03-01
80.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-04-01
480.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-05-01
480.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-06-01
320.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-07-01
250.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-08-01
200.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-09-01
240.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-10-01
360.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-11-01
160.0,Police vehicle speed - monetary amount,Central,Manawatu,2010-12-01
160.0,Police vehicle speed - monetary amount,Central,Manawatu,2011-01-01
250.0,Police vehicle speed - monetary amount,Central,Manawatu,2011-03-01
80.0,Police vehicle speed - monetary amount,Central,Manawatu,2011-04-01
110.0,Police vehicle speed - monetary amount,Central,Manawatu,2011-05-01
450.0,Police vehicle speed - monetary amount,Central,Manawatu,2011-06-01
360.0,Police vehicle speed - monetary amount,Central,Manawatu,2011-08-01
440.0,Police vehicle speed - monetary amount,Central,Manawatu,2011-09-01
450.0,Police vehicle speed - monetary amount,Central,Manawatu,2011-10-01
200.0,Police vehicle speed - monetary amount,Central,Manawatu,2011-11-01
440.0,Police vehicle speed - monetary amount,Central,Manawatu,2011-12-01
280.0,Police vehicle speed - monetary amount,Central,Manawatu,2012-01-01
540.0,Police vehicle speed - monetary amount,Central,Manawatu,2012-02-01
80.0,Police vehicle speed - monetary amount,Central,Manawatu,2012-04-01
80.0,Police vehicle speed - monetary amount,Central,Manawatu,2012-06-01
590.0,Police vehicle speed - monetary amount,Central,Manawatu,2012-07-01
