value,series,district,area,month
320.0,Police vehicle speed - monetary amount,Central,Manawatu,2012-08-01
30.0,Police vehicle speed - monetary amount,Central,Manawatu,2012-12-01
160.0,Police vehicle speed - monetary amount,Central,Manawatu,2013-02-01
30.0,Police vehicle speed - monetary amount,Central,Manawatu,2013-03-01
120.0,Police vehicle speed - monetary amount,Central,Manawatu,2013-04-01
280.0,Police vehicle speed - monetary amount,Central,Manawatu,2013-05-01
250.0,Police vehicle speed - monetary amount,Central,Manawatu,2013-08-01
80.0,Police vehicle speed - monetary amount,Central,Manawatu,2013-09-01
60.0,Police vehicle speed - monetary amount,Central,Manawatu,2013-10-01
30.0,Police vehicle speed - monetary amount,Central,Manawatu,2013-11-01
30.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-01-01
630.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-02-01
470.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-03-01
60.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-04-01
510.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-05-01
120.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-06-01
110.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-07-01
400.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-08-01
430.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-09-01
920.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-10-01
580.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-11-01
360.0,Police vehicle speed - monetary amount,Central,Manawatu,2014-12-01
460.0,Police vehicle speed - monetary amount,Central,Manawatu,2015-01-01
600.0,Police vehicle speed - monetary amount,Central,Manawatu,2015-02-01
0.0,Police vehicle speed - monetary amount,Central,Manawatu,2015-03-01
160.0,Police vehicle speed - monetary amount,Central,Manawatu,2015-04-01
1110.0,Police vehicle speed - monetary amount,Central,Manawatu,2015-05-01
80.0,Police vehicle speed - monetary amount,Central,Manawatu,2015-06-01
510.0,Police vehicle speed - monetary amount,Central,Manawatu,2015-07-01
400.0,Police vehicle speed - monetary amount,Central,Manawatu,2015-08-01
300.0,Police vehicle speed - monetary amount,Central,Manawatu,2015-10-01
570.0,Police vehicle speed - monetary amount,Central,Manawatu,2015-11-01
510.0,Police vehicle speed - monetary amount,Central,Manawatu,2016-03-01
1e3,Police vehicle speed - monetary amount,Central,Manawatu,2016-05-01
80.0,Police vehicle speed - monetary amount,Central,Manawatu,2016-06-01
1230.0,Police vehicle speed - monetary amount,Central,Manawatu,2016-09-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2009-01-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2009-04-01
190.0,Police vehicle speed - monetary amount,Central,Taranaki,2009-07-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2009-08-01
170.0,Police vehicle speed - monetary amount,Central,Taranaki,2009-11-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2009-12-01
120.0,Police vehicle speed - monetary amount,Central,Taranaki,2010-02-01
170.0,Police vehicle speed - monetary amount,Central,Taranaki,2010-03-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2010-05-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2010-06-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2010-07-01
340.0,Police vehicle speed - monetary amount,Central,Taranaki,2010-10-01
120.0,Police vehicle speed - monetary amount,Central,Taranaki,2011-01-01
160.0,Police vehicle speed - monetary amount,Central,Taranaki,2011-03-01
310.0,Police vehicle speed - monetary amount,Central,Taranaki,2011-04-01
170.0,Police vehicle speed - monetary amount,Central,Taranaki,2011-05-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2011-07-01
170.0,Police vehicle speed - monetary amount,Central,Taranaki,2011-08-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2011-09-01
170.0,Police vehicle speed - monetary amount,Central,Taranaki,2011-10-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2011-11-01
30.0,Police vehicle speed - monetary amount,Central,Taranaki,2011-12-01
170.0,Police vehicle speed - monetary amount,Central,Taranaki,2012-01-01
90.0,Police vehicle speed - monetary amount,Central,Taranaki,2012-02-01
120.0,Police vehicle speed - monetary amount,Central,Taranaki,2012-03-01
710.0,Police vehicle speed - monetary amount,Central,Taranaki,2012-04-01
290.0,Police vehicle speed - monetary amount,Central,Taranaki,2012-09-01
120.0,Police vehicle speed - monetary amount,Central,Taranaki,2012-11-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2013-01-01
120.0,Police vehicle speed - monetary amount,Central,Taranaki,2013-03-01
110.0,Police vehicle speed - monetary amount,Central,Taranaki,2013-05-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2013-06-01
160.0,Police vehicle speed - monetary amount,Central,Taranaki,2013-07-01
160.0,Police vehicle speed - monetary amount,Central,Taranaki,2013-09-01
80.0,Police vehicle speed - monetary amount,Central,Taranaki,2013-11-01
90.0,Police vehicle speed - monetary amount,Central,Taranaki,2013-12-01
990.0,Police vehicle speed - monetary amount,Central,Taranaki,2014-01-01
630.0,Police vehicle speed - monetary amount,Central,Taranaki,2014-02-01
400.0,Police vehicle speed - monetary amount,Central,Taranaki,2014-07-01
510.0,Police vehicle speed - monetary amount,Central,Taranaki,2014-09-01
1100.0,Police vehicle speed - monetary amount,Central,Taranaki,2014-12-01
300.0,Police vehicle speed - monetary amount,Central,Taranaki,2015-02-01
1030.0,Police vehicle speed - monetary amount,Central,Taranaki,2015-04-01
1100.0,Police vehicle speed - monetary amount,Central,Taranaki,2015-05-01
110.0,Police vehicle speed - monetary amount,Central,Taranaki,2015-10-01
400.0,Police vehicle speed - monetary amount,Central,Taranaki,2015-11-01
30.0,Police vehicle speed - monetary amount,Central,Taranaki,2015-12-01
910.0,Police vehicle speed - monetary amount,Central,Taranaki,2016-02-01
510.0,Police vehicle speed - monetary amount,Central,Taranaki,2016-03-01
300.0,Police vehicle speed - monetary amount,Central,Taranaki,2016-06-01
170.0,Police vehicle speed - monetary amount,Central,Taranaki,2016-07-01
0.0,Police vehicle speed - monetary amount,Central,Taranaki,2016-08-01
480.0,Police vehicle speed - monetary amount,Central,Taranaki,2016-09-01
400.0,Police vehicle speed - monetary amount,Central,Whanganui,2009-01-01
630.0,Police vehicle speed - monetary amount,Central,Whanganui,2009-05-01
80.0,Police vehicle speed - monetary amount,Central,Whanganui,2009-09-01
120.0,Police vehicle speed - monetary amount,Central,Whanganui,2009-12-01
480.0,Police vehicle speed - monetary amount,Central,Whanganui,2010-03-01
120.0,Police vehicle speed - monetary amount,Central,Whanganui,2010-04-01
360.0,Police vehicle speed - monetary amount,Central,Whanganui,2010-05-01
650.0,Police vehicle speed - monetary amount,Central,Whanganui,2010-06-01
230.0,Police vehicle speed - monetary amount,Central,Whanganui,2010-07-01
110.0,Police vehicle speed - monetary amount,Central,Whanganui,2010-09-01
190.0,Police vehicle speed - monetary amount,Central,Whanganui,2010-10-01
110.0,Police vehicle speed - monetary amount,Central,Whanganui,2010-12-01
170.0,Police vehicle speed - monetary amount,Central,Whanganui,2011-02-01
110.0,Police vehicle speed - monetary amount,Central,Whanganui,2011-04-01
330.0,Police vehicle speed - monetary amount,Central,Whanganui,2011-05-01
190.0,Police vehicle speed - monetary amount,Central,Whanganui,2011-06-01
360.0,Police vehicle speed - monetary amount,Central,Whanganui,2011-08-01
920.0,Police vehicle speed - monetary amount,Central,Whanganui,2011-09-01
120.0,Police vehicle speed - monetary amount,Central,Whanganui,2011-10-01
80.0,Police vehicle speed - monetary amount,Central,Whanganui,2011-12-01
540.0,Police vehicle speed - monetary amount,Central,Whanganui,2012-01-01
290.0,Police vehicle speed - monetary amount,Central,Whanganui,2012-02-01
230.0,Police vehicle speed - monetary amount,Central,Whanganui,2012-04-01
620.0,Police vehicle speed - monetary amount,Central,Whanganui,2012-06-01
80.0,Police vehicle speed - monetary amount,Central,Whanganui,2012-07-01
80.0,Police vehicle speed - monetary amount,Central,Whanganui,2012-09-01
400.0,Police vehicle speed - monetary amount,Central,Whanganui,2012-12-01
170.0,Police vehicle speed - monetary amount,Central,Whanganui,2013-03-01
190.0,Police vehicle speed - monetary amount,Central,Whanganui,2013-08-01
300.0,Police vehicle speed - monetary amount,Central,Whanganui,2013-12-01
570.0,Police vehicle speed - monetary amount,Central,Whanganui,2014-01-01
30.0,Police vehicle speed - monetary amount,Central,Whanganui,2014-02-01
170.0,Police vehicle speed - monetary amount,Central,Whanganui,2014-03-01
300.0,Police vehicle speed - monetary amount,Central,Whanganui,2014-04-01
300.0,Police vehicle speed - monetary amount,Central,Whanganui,2014-06-01
400.0,Police vehicle speed - monetary amount,Central,Whanganui,2014-07-01
300.0,Police vehicle speed - monetary amount,Central,Whanganui,2014-08-01
680.0,Police vehicle speed - monetary amount,Central,Whanganui,2014-10-01
80.0,Police vehicle speed - monetary amount,Central,Whanganui,2014-12-01
30.0,Police vehicle speed - monetary amount,Central,Whanganui,2015-01-01
510.0,Police vehicle speed - monetary amount,Central,Whanganui,2015-02-01
120.0,Police vehicle speed - monetary amount,Central,Whanganui,2015-03-01
0.0,Police vehicle speed - monetary amount,Central,Whanganui,2015-04-01
300.0,Police vehicle speed - monetary amount,Central,Whanganui,2015-08-01
810.0,Police vehicle speed - monetary amount,Central,Whanganui,2015-10-01
510.0,Police vehicle speed - monetary amount,Central,Whanganui,2015-12-01
0.0,Police vehicle speed - monetary amount,Central,Whanganui,2016-01-01
120.0,Police vehicle speed - monetary amount,Central,Whanganui,2016-07-01
120.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2009-03-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2009-04-01
340.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2009-05-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2009-12-01
30.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2010-02-01
680.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2010-03-01
860.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2010-06-01
200.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2010-09-01
110.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2010-12-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2011-01-01
650.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2011-02-01
490.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2011-03-01
480.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2011-04-01
30.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2011-05-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2011-07-01
170.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2011-08-01
120.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2011-09-01
110.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2011-10-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2011-12-01
120.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2012-01-01
620.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2012-02-01
620.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2012-05-01
30.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2012-06-01
360.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2012-07-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2012-08-01
30.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2012-09-01
310.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2012-10-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2012-11-01
30.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2012-12-01
110.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2013-02-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2013-04-01
150.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2013-05-01
30.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2013-06-01
470.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2013-07-01
480.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2013-08-01
170.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2013-09-01
230.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2013-10-01
30.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2013-11-01
950.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2013-12-01
200.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2014-01-01
2360.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2014-02-01
510.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2014-03-01
200.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2014-04-01
620.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2014-05-01
60.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2014-06-01
260.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2014-08-01
90.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2014-10-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2014-11-01
600.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2014-12-01
630.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-01-01
510.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-03-01
710.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-04-01
680.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-05-01
1210.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-06-01
1e3,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-07-01
1540.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-08-01
60.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-09-01
380.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-10-01
2600.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-11-01
1e3,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2015-12-01
440.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2016-01-01
400.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2016-02-01
600.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2016-03-01
360.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2016-04-01
160.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2016-05-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2016-06-01
150.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2016-07-01
320.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2016-08-01
920.0,Police vehicle speed - monetary amount,Counties/Manukau,CM Central,2016-09-01
230.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2009-01-01
30.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2009-05-01
120.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2009-08-01
30.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2009-10-01
60.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2009-11-01
110.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2009-12-01
230.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2010-01-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2010-02-01
600.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2010-03-01
170.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2010-04-01
120.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2010-07-01
120.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2010-09-01
80.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2010-10-01
160.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2010-11-01
530.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2011-01-01
250.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2011-02-01
150.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2011-03-01
460.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2011-05-01
450.0,Police vehicle speed - monetary amount,Counties/Manukau,CM East,2011-06-01
