category,value,series,district,area,month
Camera-issued Speed,204560.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2012-10-01
Camera-issued Speed,236440.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2012-11-01
Camera-issued Speed,214500.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2012-12-01
Camera-issued Speed,304990.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-01-01
Camera-issued Speed,257970.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-02-01
Camera-issued Speed,289560.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-03-01
Camera-issued Speed,266270.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-04-01
Camera-issued Speed,182540.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-05-01
Camera-issued Speed,163e3,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-06-01
Camera-issued Speed,188570.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-07-01
Camera-issued Speed,193640.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-08-01
Camera-issued Speed,203150.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-09-01
Camera-issued Speed,270050.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-10-01
Camera-issued Speed,388980.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-11-01
Camera-issued Speed,603250.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2013-12-01
Camera-issued Speed,795450.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-01-01
Camera-issued Speed,320720.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-02-01
Camera-issued Speed,287340.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-03-01
Camera-issued Speed,159070.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-04-01
Camera-issued Speed,208560.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-05-01
Camera-issued Speed,288850.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-06-01
Camera-issued Speed,311360.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-07-01
Camera-issued Speed,344020.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-08-01
Camera-issued Speed,353480.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-09-01
Camera-issued Speed,406400.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-10-01
Camera-issued Speed,269220.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-11-01
Camera-issued Speed,718670.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2014-12-01
Camera-issued Speed,624300.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-01-01
Camera-issued Speed,188030.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-02-01
Camera-issued Speed,244190.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-03-01
Camera-issued Speed,166260.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-04-01
Camera-issued Speed,224660.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-05-01
Camera-issued Speed,209150.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-06-01
Camera-issued Speed,218150.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-07-01
Camera-issued Speed,167190.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-08-01
Camera-issued Speed,195270.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-09-01
Camera-issued Speed,164140.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-10-01
Camera-issued Speed,284830.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-11-01
Camera-issued Speed,947040.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2015-12-01
Camera-issued Speed,711450.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2016-01-01
Camera-issued Speed,249390.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2016-02-01
Camera-issued Speed,231170.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2016-03-01
Camera-issued Speed,289090.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2016-04-01
Camera-issued Speed,231550.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2016-05-01
Camera-issued Speed,370860.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2016-06-01
Camera-issued Speed,382720.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2016-07-01
Camera-issued Speed,215340.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2016-08-01
Camera-issued Speed,208700.0,Camera-issued speed monetary amount,Waitemata,Waitakere,2016-09-01
Camera-issued Speed,10350.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-01-01
Camera-issued Speed,20670.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-02-01
Camera-issued Speed,18830.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-03-01
Camera-issued Speed,30370.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-04-01
Camera-issued Speed,38e3,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-05-01
Camera-issued Speed,2930.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-06-01
Camera-issued Speed,37610.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-07-01
Camera-issued Speed,27860.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-08-01
Camera-issued Speed,29080.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-09-01
Camera-issued Speed,109760.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-10-01
Camera-issued Speed,87210.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-11-01
Camera-issued Speed,48950.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2009-12-01
Camera-issued Speed,17080.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-01-01
Camera-issued Speed,28350.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-02-01
Camera-issued Speed,123880.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-03-01
Camera-issued Speed,68390.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-04-01
Camera-issued Speed,73660.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-05-01
Camera-issued Speed,16740.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-06-01
Camera-issued Speed,68130.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-07-01
Camera-issued Speed,105940.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-08-01
Camera-issued Speed,104960.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-09-01
Camera-issued Speed,14980.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-10-01
Camera-issued Speed,79620.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-11-01
Camera-issued Speed,40260.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2010-12-01
Camera-issued Speed,55930.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-01-01
Camera-issued Speed,19690.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-02-01
Camera-issued Speed,55810.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-03-01
Camera-issued Speed,79350.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-04-01
Camera-issued Speed,102400.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-05-01
Camera-issued Speed,62040.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-06-01
Camera-issued Speed,51850.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-07-01
Camera-issued Speed,49400.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-08-01
Camera-issued Speed,89510.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-09-01
Camera-issued Speed,51640.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-10-01
Camera-issued Speed,40380.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-11-01
Camera-issued Speed,84710.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2011-12-01
Camera-issued Speed,48970.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-01-01
Camera-issued Speed,141630.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-02-01
Camera-issued Speed,65660.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-03-01
Camera-issued Speed,107410.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-04-01
Camera-issued Speed,62790.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-05-01
Camera-issued Speed,45830.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-06-01
Camera-issued Speed,98860.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-07-01
Camera-issued Speed,53950.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-08-01
Camera-issued Speed,66210.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-09-01
Camera-issued Speed,58930.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-10-01
Camera-issued Speed,45980.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-11-01
Camera-issued Speed,32420.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2012-12-01
Camera-issued Speed,31050.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-01-01
Camera-issued Speed,70140.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-02-01
Camera-issued Speed,78350.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-03-01
Camera-issued Speed,46350.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-04-01
Camera-issued Speed,30530.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-05-01
Camera-issued Speed,37310.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-06-01
Camera-issued Speed,44720.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-07-01
Camera-issued Speed,62120.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-08-01
Camera-issued Speed,88610.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-09-01
Camera-issued Speed,36160.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-10-01
Camera-issued Speed,39600.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-11-01
Camera-issued Speed,88100.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2013-12-01
Camera-issued Speed,65960.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-01-01
Camera-issued Speed,51450.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-02-01
Camera-issued Speed,31860.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-03-01
Camera-issued Speed,53710.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-04-01
Camera-issued Speed,30190.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-05-01
Camera-issued Speed,34740.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-06-01
Camera-issued Speed,41250.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-07-01
Camera-issued Speed,54340.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-08-01
Camera-issued Speed,15430.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-09-01
Camera-issued Speed,130720.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-10-01
Camera-issued Speed,45140.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-11-01
Camera-issued Speed,111900.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2014-12-01
Camera-issued Speed,112380.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-01-01
Camera-issued Speed,24950.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-02-01
Camera-issued Speed,47390.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-03-01
Camera-issued Speed,57850.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-04-01
Camera-issued Speed,47700.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-05-01
Camera-issued Speed,18110.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-06-01
Camera-issued Speed,54200.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-07-01
Camera-issued Speed,63830.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-08-01
Camera-issued Speed,11840.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-09-01
Camera-issued Speed,103340.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-10-01
Camera-issued Speed,67490.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-11-01
Camera-issued Speed,208330.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2015-12-01
Camera-issued Speed,188080.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2016-01-01
Camera-issued Speed,58210.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2016-02-01
Camera-issued Speed,109460.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2016-03-01
Camera-issued Speed,86180.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2016-04-01
Camera-issued Speed,47410.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2016-05-01
Camera-issued Speed,62770.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2016-06-01
Camera-issued Speed,73120.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2016-07-01
Camera-issued Speed,49720.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2016-08-01
Camera-issued Speed,53980.0,Camera-issued speed monetary amount,Wellington,Hutt Valley,2016-09-01
Camera-issued Speed,64460.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-01-01
Camera-issued Speed,34680.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-02-01
Camera-issued Speed,8390.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-03-01
Camera-issued Speed,38240.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-04-01
Camera-issued Speed,31270.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-05-01
Camera-issued Speed,29130.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-06-01
Camera-issued Speed,16460.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-07-01
Camera-issued Speed,23570.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-08-01
Camera-issued Speed,16330.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-10-01
Camera-issued Speed,17500.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-11-01
Camera-issued Speed,24340.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2009-12-01
Camera-issued Speed,19370.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-01-01
Camera-issued Speed,42880.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-02-01
Camera-issued Speed,102760.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-03-01
Camera-issued Speed,53110.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-04-01
Camera-issued Speed,46360.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-05-01
Camera-issued Speed,14880.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-06-01
Camera-issued Speed,69880.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-07-01
Camera-issued Speed,50320.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-08-01
Camera-issued Speed,40410.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-09-01
Camera-issued Speed,88280.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-10-01
Camera-issued Speed,68780.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-11-01
Camera-issued Speed,113630.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2010-12-01
Camera-issued Speed,113360.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-01-01
Camera-issued Speed,62810.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-02-01
Camera-issued Speed,137170.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-03-01
Camera-issued Speed,96850.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-04-01
Camera-issued Speed,75280.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-05-01
Camera-issued Speed,96180.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-06-01
Camera-issued Speed,76280.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-07-01
Camera-issued Speed,122020.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-08-01
Camera-issued Speed,135890.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-09-01
Camera-issued Speed,91260.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-10-01
Camera-issued Speed,79350.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-11-01
Camera-issued Speed,81070.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2011-12-01
Camera-issued Speed,69080.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-01-01
Camera-issued Speed,104310.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-02-01
Camera-issued Speed,54220.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-03-01
Camera-issued Speed,51320.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-04-01
Camera-issued Speed,77630.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-05-01
Camera-issued Speed,104220.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-06-01
Camera-issued Speed,77020.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-07-01
Camera-issued Speed,81130.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-08-01
Camera-issued Speed,111310.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-09-01
Camera-issued Speed,116870.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-10-01
Camera-issued Speed,65940.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-11-01
Camera-issued Speed,99520.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2012-12-01
Camera-issued Speed,105050.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-01-01
Camera-issued Speed,43740.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-02-01
Camera-issued Speed,87300.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-03-01
Camera-issued Speed,60920.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-04-01
Camera-issued Speed,81030.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-05-01
Camera-issued Speed,66050.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-06-01
Camera-issued Speed,80250.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-07-01
Camera-issued Speed,128800.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-08-01
Camera-issued Speed,146810.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-09-01
Camera-issued Speed,80720.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-10-01
Camera-issued Speed,106390.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-11-01
Camera-issued Speed,127550.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2013-12-01
Camera-issued Speed,68510.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-01-01
Camera-issued Speed,48380.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-02-01
Camera-issued Speed,80570.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-03-01
Camera-issued Speed,76860.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-04-01
Camera-issued Speed,80410.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-05-01
Camera-issued Speed,55700.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-06-01
Camera-issued Speed,47590.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-07-01
Camera-issued Speed,16940.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-08-01
Camera-issued Speed,56100.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-09-01
Camera-issued Speed,76780.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-10-01
Camera-issued Speed,72300.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-11-01
Camera-issued Speed,157540.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2014-12-01
Camera-issued Speed,367870.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-01-01
Camera-issued Speed,145840.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-02-01
Camera-issued Speed,178280.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-03-01
Camera-issued Speed,163200.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-04-01
Camera-issued Speed,151910.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-05-01
Camera-issued Speed,49500.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-06-01
Camera-issued Speed,111510.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-07-01
Camera-issued Speed,190400.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-08-01
Camera-issued Speed,189600.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-09-01
Camera-issued Speed,198240.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-10-01
Camera-issued Speed,153570.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-11-01
Camera-issued Speed,253530.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2015-12-01
Camera-issued Speed,251860.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2016-01-01
Camera-issued Speed,125400.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2016-02-01
Camera-issued Speed,140120.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2016-03-01
Camera-issued Speed,135730.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2016-04-01
Camera-issued Speed,95960.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2016-05-01
Camera-issued Speed,155470.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2016-06-01
Camera-issued Speed,150950.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2016-07-01
Camera-issued Speed,155930.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2016-08-01
Camera-issued Speed,159760.0,Camera-issued speed monetary amount,Wellington,Kapiti-Mana,2016-09-01
Camera-issued Speed,28160.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2009-01-01
Camera-issued Speed,12600.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2009-02-01
Camera-issued Speed,4020.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2009-04-01
Camera-issued Speed,3e3,Camera-issued speed monetary amount,Wellington,Wairarapa,2009-08-01
Camera-issued Speed,2830.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2009-10-01
Camera-issued Speed,16230.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2009-11-01
Camera-issued Speed,8840.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2009-12-01
Camera-issued Speed,160.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-01-01
Camera-issued Speed,6050.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-02-01
Camera-issued Speed,11540.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-03-01
Camera-issued Speed,17030.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-04-01
Camera-issued Speed,12790.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-05-01
Camera-issued Speed,12940.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-06-01
Camera-issued Speed,3660.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-07-01
Camera-issued Speed,6250.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-08-01
Camera-issued Speed,20910.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-10-01
Camera-issued Speed,16220.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-11-01
Camera-issued Speed,25280.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2010-12-01
Camera-issued Speed,11310.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2011-01-01
Camera-issued Speed,20560.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2011-02-01
Camera-issued Speed,2230.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2011-05-01
Camera-issued Speed,19e3,Camera-issued speed monetary amount,Wellington,Wairarapa,2011-06-01
Camera-issued Speed,1630.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2011-07-01
Camera-issued Speed,1690.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2011-08-01
Camera-issued Speed,3420.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2011-11-01
Camera-issued Speed,19680.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2011-12-01
Camera-issued Speed,14200.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2012-01-01
Camera-issued Speed,4690.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2012-02-01
Camera-issued Speed,2170.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2012-04-01
Camera-issued Speed,2440.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2012-05-01
Camera-issued Speed,5650.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2012-06-01
Camera-issued Speed,21180.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2012-08-01
Camera-issued Speed,20030.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2012-09-01
Camera-issued Speed,17450.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2012-10-01
Camera-issued Speed,13610.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2012-11-01
Camera-issued Speed,10590.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2012-12-01
Camera-issued Speed,8400.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-01-01
Camera-issued Speed,24180.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-02-01
Camera-issued Speed,2550.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-03-01
Camera-issued Speed,7530.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-04-01
Camera-issued Speed,25180.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-05-01
Camera-issued Speed,35050.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-06-01
Camera-issued Speed,17270.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-07-01
Camera-issued Speed,34830.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-08-01
Camera-issued Speed,22670.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-09-01
Camera-issued Speed,40180.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-10-01
Camera-issued Speed,44450.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-11-01
Camera-issued Speed,22010.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2013-12-01
Camera-issued Speed,20210.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2014-01-01
Camera-issued Speed,18880.0,Camera-issued speed monetary amount,Wellington,Wairarapa,2014-02-01
